StartDate.StartDate,EndDate.EndDate,Status.ResponseType,IPAddress.IPAddress,Progress.Progress,Duration(inseconds).Duration(inseconds),Finished.Finished,RecordedDate.RecordedDate,ResponseId.ResponseID,RecipientLastName.RecipientLastName,RecipientFirstName.RecipientFirstName,RecipientEmail.RecipientEmail,ExternalReference.ExternalDataReference,LocationLatitude.LocationLatitude,LocationLongitude.LocationLongitude,DistributionChannel.DistributionChannel,selected_overall.HowMALEorFEMALEdoesthispersonlook?,unselected_overall.HowMALEorFEMALEdoesthispersonlook?,selected_overall.HowmuchofaWHITEAMERICANorAFRICANAMERICANdoesthispersonlooklike?,unselected_overall.HowmuchofaWHITEAMERICANorAFRICANAMERICANdoesthispersonlooklike?,selected_overall.HowHAPPYdoesthispersonlook?,unselected_overall.HowHAPPYdoesthispersonlook?,selected_overall.HowDOMINANTdoesthispersonlook?,unselected_overall.HowDOMINANTdoesthispersonlook?,selected_overall.HowATTRACTIVEdoesthispersonlook?,unselected_overall.HowATTRACTIVEdoesthispersonlook?,selected_overall.HowLIKABLEdoesthispersonlook?,unselected_overall.HowLIKABLEdoesthispersonlook?,selected_overall.HowTRUSTWORTHYdoesthispersonlook?,unselected_overall.HowTRUSTWORTHYdoesthispersonlook?,selected_overall.HowCOMPETENTdoesthispersonlook?,unselected_overall.HowCOMPETENTdoesthispersonlook?,selected_overall.HowWARMdoesthispersonlook?,unselected_overall.HowWARMdoesthispersonlook?,age,sex,race,data_use,mTurkCode
3/27/20175:58:53PM,3/27/20176:00:58PM,0,24.3.13.28,100,125,1,3/27/20176:01:00PM,R_3siv0Ha4QcquiMD,,,,,40.35479736,-80.23639679,anonymous,,,,,,,,,,,,,,,4,2,,,35,2,1,4,6507847458
3/27/20176:01:11PM,3/27/20176:02:10PM,0,107.13.34.213,100,59,1,3/27/20176:02:11PM,R_2AFPRKWnG4szMRK,,,,,35.81809998,-78.56359863,anonymous,,,,,,,5,3,,,,,,,,,,,39,1,1,3,3844557544
3/27/20175:55:34PM,3/27/20176:02:57PM,0,71.11.226.66,100,443,1,3/27/20176:02:59PM,R_2t8LBm0uukxBg32,,,,,32.64370728,-97.20999908,anonymous,,,,,,,,,4,3,,,,,,,,,43,2,1,4,516950745
3/27/20176:02:15PM,3/27/20176:03:42PM,0,96.238.79.242,100,87,1,3/27/20176:03:44PM,R_2TRH7ZNDRfglJGT,,,,,36.88949585,-76.23429871,anonymous,,,,,,,5,3,,,,,,,,,,,40,1,1,4,4148597792
3/27/20176:07:50PM,3/27/20176:08:53PM,0,24.127.148.55,100,62,1,3/27/20176:08:54PM,R_3ixQgZSa4MX6avK,,,,,42.17590332,-83.48069763,anonymous,,,,,,,,,,,,,,,,,3,1,26,1,1,4,5779711381
3/27/20176:10:50PM,3/27/20176:12:57PM,0,24.54.224.145,100,126,1,3/27/20176:12:58PM,R_BJ87HcNCFLlQfND,,,,,18.09039307,-67.15419769,anonymous,,,,,4,3,,,,,,,,,,,,,49,2,3,4,7374863568
3/27/20176:13:20PM,3/27/20176:14:41PM,0,198.27.220.219,100,80,1,3/27/20176:14:42PM,R_tQXGRvIHG05Q2eR,,,,,37.77720642,-122.493103,anonymous,,,,,,,,,,,4,1,,,,,,,38,2,4,4,130502400
3/27/20176:14:22PM,3/27/20176:16:09PM,0,50.158.187.7,100,107,1,3/27/20176:16:11PM,R_3g0EN1pwwj2LcBI,,,,,40.70440674,-89.65570068,anonymous,,,,,,,,,,,,,,,,,5,3,45,1,2,4,6647459864
3/27/20176:15:00PM,3/27/20176:16:58PM,0,71.60.140.59,100,118,1,3/27/20176:16:59PM,R_2bHHDEVMgyFxj4u,,,,,40.28370667,-79.38210297,anonymous,,,,,,,,,,,,,,,7,4,,,41,2,1,4,804177244
3/27/20176:16:26PM,3/27/20176:17:18PM,0,206.125.51.130,100,52,1,3/27/20176:17:20PM,R_31Yj86g1VJ7WsOc,,,,,39.95970154,-75.19680023,anonymous,,,,,,,,,,,,,4,4,,,,,22,1,1,3,3288893122
3/27/20176:17:19PM,3/27/20176:19:21PM,0,74.70.101.132,100,121,1,3/27/20176:19:22PM,R_1mXwFC6R5NdWujO,,,,,42.74949646,-73.5951004,anonymous,,,5,6,,,,,,,,,,,,,,,40,1,1,4,8494610348
3/27/20176:24:21PM,3/27/20176:27:13PM,0,192.255.77.14,100,172,1,3/27/20176:27:15PM,R_2oivQjMTlsvGEfL,,,,,41.51589966,-81.6815033,anonymous,,,,,,,,,,,,,3,2,,,,,25,2,5,3,1172147729
3/27/20176:27:22PM,3/27/20176:30:39PM,0,73.241.77.190,100,197,1,3/27/20176:30:41PM,R_24o7y2BdgUCkAwH,,,,,37.54020691,-122.3041,anonymous,,,,,,,,,,,,,4,3,,,,,63,2,4,4,2795940647
3/27/20176:29:07PM,3/27/20176:30:43PM,0,68.104.12.59,100,96,1,3/27/20176:30:45PM,R_1Idg1pd5zHTa8Fo,,,,,36.16870117,-115.2841034,anonymous,,,,,,,,,,,,,4,2,,,,,27,1,1,4,5375581309
3/27/20176:36:59PM,3/27/20176:39:56PM,0,65.96.111.184,100,176,1,3/27/20176:39:58PM,R_1ONANCBlhlBaDh2,,,,,42.38000488,-71.13289642,anonymous,,,,,,,,,,,,,,,7,2,,,35,2,2,4,8718742472
3/27/20176:40:13PM,3/27/20176:41:08PM,0,76.187.99.149,100,55,1,3/27/20176:41:09PM,R_1iloKwcQ8TEJPAM,,,,,32.81199646,-96.81430054,anonymous,,,,,,,,,,,,,,,4,4,,,23,1,2,4,8556481255
3/27/20176:46:06PM,3/27/20176:47:49PM,0,24.91.185.180,100,102,1,3/27/20176:47:50PM,R_Rs639i3GrtSMk01,,,,,42.24290466,-71.00980377,anonymous,,,,,,,,,1,1,,,,,,,,,33,1,1,3,5487718037
3/27/20176:48:41PM,3/27/20176:50:28PM,0,206.128.72.250,100,107,1,3/27/20176:50:29PM,R_3EAsSB5JO9v4msR,,,,,33.27340698,-109.2711029,anonymous,,,,,,,,,,,,,,,,,4,1,33,2,1,4,7408959367
3/27/20176:49:19PM,3/27/20176:54:10PM,0,209.95.56.222,100,291,1,3/27/20176:54:12PM,R_3ijX9wC9AjOqk6I,,,,,41.69290161,-111.8146973,anonymous,1,4,,,,,,,,,,,,,,,,,25,1,1,4,2978126286
3/27/20176:52:40PM,3/27/20176:54:59PM,0,142.129.124.193,100,138,1,3/27/20176:55:01PM,R_1M061DWOK6tIg7c,,,,,34.09950256,-118.414299,anonymous,,,,,,,,,5,1,,,,,,,,,63,1,1,4,1883353493
3/27/20176:54:30PM,3/27/20176:56:30PM,0,64.56.91.47,100,120,1,3/27/20176:56:32PM,R_2R1EkMEDAvj9Hqq,,,,,27.39100647,-80.37740326,anonymous,1,5,,,,,,,,,,,,,,,,,28,1,3,4,4343308453
3/27/20176:56:06PM,3/27/20176:57:42PM,0,68.227.12.219,100,95,1,3/27/20176:57:43PM,R_3qr4DQb2QPYkyjz,,,,,36.03160095,-115.2117996,anonymous,2,4,,,,,,,,,,,,,,,,,49,2,1,3,1867614342
3/27/20176:59:22PM,3/27/20177:02:04PM,0,71.54.152.199,100,161,1,3/27/20177:02:05PM,R_W0v9g98OEdshkCR,,,,,35.31770325,-78.85980225,anonymous,,,,,4,3,,,,,,,,,,,,,48,2,1,4,5395749868
3/27/20177:02:18PM,3/27/20177:03:49PM,0,96.59.41.87,100,90,1,3/27/20177:03:50PM,R_2462tAB1ESIzE7W,,,,,28.04440308,-82.67949677,anonymous,1,4,,,,,,,,,,,,,,,,,53,1,1,4,2021774580
3/27/20177:04:26PM,3/27/20177:05:54PM,0,24.128.151.56,100,87,1,3/27/20177:05:56PM,R_1E9TzyPWwPxyC2E,,,,,41.8934021,-84.06590271,anonymous,1,5,,,,,,,,,,,,,,,,,37,2,1,4,2023979752
3/27/20177:06:50PM,3/27/20177:08:21PM,0,108.24.1.237,100,91,1,3/27/20177:08:22PM,R_2TnR3oVptkDr1GK,,,,,39.8506012,-74.90989685,anonymous,1,5,,,,,,,,,,,,,,,,,45,2,1,4,2598692160
3/27/20177:09:44PM,3/27/20177:10:32PM,0,67.177.39.141,100,47,1,3/27/20177:10:33PM,R_2uEWahmLJw3TvRg,,,,,40.79949951,-111.8284988,anonymous,,,,,,,3,5,,,,,,,,,,,35,1,1,4,722192233
3/27/20177:10:05PM,3/27/20177:12:10PM,0,47.200.128.129,100,124,1,3/27/20177:12:11PM,R_8kRKgtKmp6pWlfr,,,,,28.23539734,-82.22000122,anonymous,,,,,,,,,,,,,,,,,5,1,37,2,1,4,1761237891
3/27/20177:10:43PM,3/27/20177:12:14PM,0,108.26.46.35,100,91,1,3/27/20177:12:16PM,R_31LPOUkN2M3KVbH,,,,,42.61779785,-76.19259644,anonymous,,,,,,,,,,,,,,,7,3,,,25,2,1,4,8008782481
3/27/20177:11:21PM,3/27/20177:12:53PM,0,162.192.135.45,100,91,1,3/27/20177:12:54PM,R_3KE0hpElJNspOD1,,,,,41.56509399,-81.56459808,anonymous,1,4,,,,,,,,,,,,,,,,,35,2,2,4,6168611292
3/27/20177:15:20PM,3/27/20177:20:18PM,0,66.38.68.194,100,298,1,3/27/20177:20:20PM,R_ugmiy9zsvvvt29P,,,,,37.07069397,-85.04789734,anonymous,,,,,,,,,,,,,,,5,3,,,46,2,1,3,5696175420
3/27/20177:24:15PM,3/27/20177:26:26PM,0,103.242.238.254,100,130,1,3/27/20177:26:28PM,R_xEkK1X7NgCF9FHX,,,,,13.08329773,80.28329468,anonymous,1,6,,,,,,,,,,,,,,,,,30,1,4,4,4654545495
3/27/20177:23:55PM,3/27/20177:26:55PM,0,172.97.7.163,100,179,1,3/27/20177:26:57PM,R_OxNsQ5gS4HpsuDn,,,,,34.06970215,-103.3305969,anonymous,,,,,,,4,3,,,,,,,,,,,31,1,1,4,6125184772
3/27/20177:30:50PM,3/27/20177:32:35PM,0,74.105.54.245,100,104,1,3/27/20177:32:36PM,R_3KUSiHdBnSe0NQU,,,,,41.00990295,-74.00730133,anonymous,,,4,4,,,,,,,,,,,,,,,28,1,1,2,6283363732
3/27/20177:31:02PM,3/27/20177:32:40PM,0,173.59.14.52,100,97,1,3/27/20177:32:42PM,R_2XgF9Cx3jkCHbdR,,,,,39.97590637,-75.36460114,anonymous,,,,,,,,,,,,,4,2,,,,,29,2,1,4,8253630297
3/27/20177:31:04PM,3/27/20177:34:00PM,0,121.54.39.132,100,176,1,3/27/20177:34:03PM,R_3ml4HSo9zAybnAT,,,,,7.073104858,125.612793,anonymous,1,4,,,,,,,,,,,,,,,,,31,2,1,4,3175810729
3/27/20177:33:53PM,3/27/20177:34:36PM,0,66.69.128.152,100,42,1,3/27/20177:34:37PM,R_3haxzI6pGgTfILk,,,,,33.95170593,-98.51950073,anonymous,,,,,,,,,,,2,2,,,,,,,25,1,1,4,3484146493
3/27/20177:33:27PM,3/27/20177:35:15PM,0,69.132.102.211,100,108,1,3/27/20177:35:17PM,R_1DBC3WLwwvt3uvX,,,,,35.2183075,-80.15969849,anonymous,,,,,,,,,2,1,,,,,,,,,35,1,2,3,8459377670
3/27/20177:34:03PM,3/27/20177:35:32PM,0,73.10.23.50,100,88,1,3/27/20177:35:33PM,R_3NIALytxz5jY2Sq,,,,,39.74369812,-75.34619904,anonymous,,,,,,,4,4,,,,,,,,,,,28,1,1,4,5537742469
3/27/20177:41:25PM,3/27/20177:43:53PM,0,172.7.141.32,100,147,1,3/27/20177:43:55PM,R_QbQH3ie5h4m7yut,,,,,33.60650635,-117.8923035,anonymous,,,2,4,,,,,,,,,,,,,,,65,1,1,4,5658380426
3/27/20177:41:29PM,3/27/20177:44:05PM,0,50.126.151.80,100,156,1,3/27/20177:44:07PM,R_zeDmDeEIDkZpT8Z,,,,,38.39259338,-121.2429047,anonymous,,,,,,,3,2,,,,,,,,,,,25,2,1,4,8903499413
3/27/20177:52:59PM,3/27/20177:54:39PM,0,174.60.237.239,100,99,1,3/27/20177:54:40PM,R_1lsB9V4yuig0PFb,,,,,41.38499451,-75.64610291,anonymous,,,,,,,,,,,2,2,,,,,,,34,2,1,4,8351286812
3/27/20177:52:13PM,3/27/20177:55:09PM,0,99.190.112.31,100,176,1,3/27/20177:55:11PM,R_3qqCDOFRq9T0pWQ,,,,,34.2868042,-118.6139984,anonymous,,,6,5,,,,,,,,,,,,,,,65,2,2,4,4518656465
3/27/20177:54:46PM,3/27/20177:56:45PM,0,98.219.193.184,100,119,1,3/27/20177:56:47PM,R_2Y4WSJULKFOqTKM,,,,,40.57249451,-79.957901,anonymous,,,,,,,,,,,,,,,4,1,,,29,1,1,1,9080079114
3/27/20177:57:40PM,3/27/20177:59:25PM,0,173.175.81.78,100,105,1,3/27/20177:59:27PM,R_9WxGlKRt77cldUl,,,,,27.63490295,-97.31289673,anonymous,,,,,5,2,,,,,,,,,,,,,46,2,1,4,6301503787
3/27/20177:56:43PM,3/27/20177:59:35PM,0,99.186.54.79,100,171,1,3/27/20177:59:36PM,R_3KxBzXo1D15lZnX,,,,,40.0532074,-83.02200317,anonymous,,,,,4,2,,,,,,,,,,,,,75,2,1,4,9686481878
3/27/20178:01:26PM,3/27/20178:03:20PM,0,216.134.241.69,100,114,1,3/27/20178:03:21PM,R_3FQjXzqtXxftCi2,,,,,35.87319946,-92.07170105,anonymous,,,,,,,,,,,,,,,,,5,1,51,2,1,4,1094132928
3/27/20178:02:26PM,3/27/20178:05:45PM,0,50.108.54.230,100,198,1,3/27/20178:05:46PM,R_0pU6k5blBj9nd7P,,,,,44.71429443,-84.67169952,anonymous,,,,,,,,,,,,,3,1,,,,,52,2,1,4,4120965386
3/27/20178:05:32PM,3/27/20178:06:13PM,0,43.242.117.15,100,41,1,3/27/20178:06:15PM,R_30jh91RO8eupC0B,,,,,23.03329468,72.61669922,anonymous,,,,,1,1,,,,,,,,,,,,,33,1,1,2,5277617308
3/27/20178:05:41PM,3/27/20178:06:36PM,0,43.242.117.15,100,54,1,3/27/20178:06:38PM,R_DPhWFfAVoR3KNEZ,,,,,23.03329468,72.61669922,anonymous,,,,,1,1,,,,,,,,,,,,,43,2,1,2,6723230476
3/27/20178:07:59PM,3/27/20178:10:15PM,0,24.96.1.94,100,135,1,3/27/20178:10:16PM,R_poQXL2KXmzIRnhv,,,,,30.2315979,-85.5019989,anonymous,,,,,,,,,4,2,,,,,,,,,67,1,1,4,1485399707
3/27/20178:07:55PM,3/27/20178:10:44PM,0,99.32.189.155,100,169,1,3/27/20178:10:46PM,R_273AzfmXDvSLwxC,,,,,33.77729797,-84.33660126,anonymous,,,,,,,,,,,5,2,,,,,,,26,1,2,4,3450996960
3/27/20178:10:16PM,3/27/20178:11:57PM,0,99.92.164.16,100,100,1,3/27/20178:11:58PM,R_bgx9pZRsMmG09u9,,,,,43.23139954,-88.24680328,anonymous,,,,,5,2,,,,,,,,,,,,,37,2,1,4,7668772470
3/27/20178:12:28PM,3/27/20178:13:52PM,0,45.30.24.144,100,84,1,3/27/20178:13:54PM,R_2rVjDbTDdc0LRsl,,,,,37.93190002,-121.6958008,anonymous,,,,,,,,,,,,,3,4,,,,,35,2,1,4,626594201
3/27/20178:15:02PM,3/27/20178:19:30PM,0,76.28.128.115,100,267,1,3/27/20178:19:31PM,R_1LdPzJOfF8NSYv8,,,,,47.29449463,-122.6220016,anonymous,,,3,6,,,,,,,,,,,,,,,58,2,1,4,8663885272
3/27/20178:18:22PM,3/27/20178:20:00PM,0,76.179.250.0,100,97,1,3/27/20178:20:01PM,R_3dQEB4SooECA7P5,,,,,44.86349487,-68.84020233,anonymous,,,,,,,,,,,,,,,4,3,,,49,2,1,4,7399779144
3/27/20178:19:19PM,3/27/20178:21:10PM,0,68.33.93.175,100,110,1,3/27/20178:21:11PM,R_2PBFk8hpOqGh3ZW,,,,,39.28199768,-76.69490051,anonymous,,,,,,,,,,,,,4,1,,,,,28,2,1,3,8280378678
3/27/20178:21:50PM,3/27/20178:23:04PM,0,24.253.53.178,100,73,1,3/27/20178:23:05PM,R_OCj8l2lsONLUAOl,,,,,36.06010437,-115.2757034,anonymous,2,4,,,,,,,,,,,,,,,,,32,1,1,3,6793613373
3/27/20178:26:26PM,3/27/20178:28:04PM,0,73.33.221.127,100,97,1,3/27/20178:28:05PM,R_1NfR5rreApd68Ag,,,,,40.28840637,-74.01950073,anonymous,2,3,,,,,,,,,,,,,,,,,45,2,1,4,2871629927
3/27/20178:28:11PM,3/27/20178:30:13PM,0,69.31.101.2,100,121,1,3/27/20178:30:14PM,R_2wp3VXRVciwqftO,,,,,52.38240051,4.899505615,anonymous,,,,,,,,,,,,,,,,,5,3,55,2,1,3,9118277346
3/27/20178:29:32PM,3/27/20178:30:40PM,0,75.25.112.179,100,68,1,3/27/20178:30:42PM,R_1IsfDOYEsFY923J,,,,,37.5670929,-122.3710022,anonymous,,,,,,,,,,,,,5,2,,,,,29,2,4,4,8929869863
3/27/20178:28:42PM,3/27/20178:31:03PM,0,24.127.151.97,100,141,1,3/27/20178:31:04PM,R_1dHofowp8VfFG8r,,,,,42.17590332,-83.48069763,anonymous,,,,,,,,,,,,,4,2,,,,,43,2,1,4,5114723970
3/27/20178:30:55PM,3/27/20178:31:59PM,0,73.11.112.136,100,63,1,3/27/20178:32:01PM,R_3CDeuK9pmE4dAIm,,,,,44.06900024,-123.0825043,anonymous,,,,,,,,,5,2,,,,,,,,,27,1,1,4,8386614346
3/27/20178:29:18PM,3/27/20178:32:22PM,0,70.173.168.209,100,183,1,3/27/20178:32:23PM,R_2U4rIs3Zn69pwkr,,,,,36.21429443,-115.2130966,anonymous,,,,,,,,,,,,,,,,,2,1,38,2,2,3,1611197954
3/27/20178:32:18PM,3/27/20178:33:58PM,0,24.60.228.179,100,100,1,3/27/20178:33:59PM,R_OfDl7rPyJPwxFZf,,,,,41.78999329,-72.87349701,anonymous,1,3,,,,,,,,,,,,,,,,,29,1,1,4,8796256454
3/27/20178:33:30PM,3/27/20178:35:51PM,0,173.23.246.155,100,140,1,3/27/20178:35:52PM,R_0DSMmOSXaDP0smZ,,,,,37.17019653,-93.32969666,anonymous,,,,,,,,,,,,,,,,,5,4,31,1,1,4,3477759208
3/27/20178:40:03PM,3/27/20178:41:05PM,0,24.233.116.93,100,62,1,3/27/20178:41:07PM,R_Bs8xtqtvSXCofAt,,,,,43.30290222,-71.04599762,anonymous,,,,,,,,,,,,,,,4,5,,,28,1,1,4,5114143640
3/27/20178:40:38PM,3/27/20178:41:51PM,0,72.181.206.116,100,72,1,3/27/20178:41:52PM,R_XignCxyLcztskZH,,,,,32.7881012,-96.94309998,anonymous,,,,,5,2,,,,,,,,,,,,,49,1,4,4,4537440534
3/27/20178:40:35PM,3/27/20178:42:05PM,0,98.210.228.117,100,89,1,3/27/20178:42:06PM,R_2ePcJEMvtS1Q5z7,,,,,37.89590454,-122.5662994,anonymous,,,,,,,,,,,,,4,1,,,,,34,2,1,4,5989375585
3/27/20178:42:14PM,3/27/20178:43:33PM,0,142.46.246.232,100,78,1,3/27/20178:43:34PM,R_eDnECbzpuNCkCl3,,,,,42.94030762,-79.94499969,anonymous,,,,,,,,,,,,,,,,,5,2,38,2,3,4,6435783026
3/27/20178:42:01PM,3/27/20178:44:18PM,0,73.223.87.229,100,137,1,3/27/20178:44:20PM,R_3nqoZG5dAf2S50Q,,,,,37.8309021,-122.2196045,anonymous,,,,,,,4,2,,,,,,,,,,,45,1,1,4,5663968525
3/27/20178:42:32PM,3/27/20178:45:00PM,0,173.171.255.102,100,148,1,3/27/20178:45:01PM,R_2aRBFUbFMdfF1OY,,,,,27.9098053,-82.78839874,anonymous,,,,,,,,,,,,,,,5,2,,,37,1,1,4,1098580817
3/27/20178:50:40PM,3/27/20178:52:59PM,0,100.14.165.109,100,138,1,3/27/20178:53:00PM,R_3R2zOQdJYewJUiu,,,,,40.12150574,-75.33989716,anonymous,,,,,,,,,,,,,,,5,1,,,50,1,1,4,9946927456
3/27/20178:46:08PM,3/27/20178:54:09PM,0,65.185.144.244,100,481,1,3/27/20178:54:10PM,R_3qy9NADIC5goy6z,,,,,39.33760071,-84.40440369,anonymous,,,,,,,,,,,,,,,,,4,3,28,1,1,4,5988632277
3/27/20178:55:45PM,3/27/20178:58:06PM,0,71.11.144.161,100,140,1,3/27/20178:58:07PM,R_2YD4srqpZpczTY6,,,,,38.82510376,-90.72889709,anonymous,,,,,,,4,5,,,,,,,,,,,32,2,1,4,3397220769
3/27/20178:59:30PM,3/27/20179:00:44PM,0,73.18.161.206,100,73,1,3/27/20179:00:45PM,R_3luaAO80Y583PSr,,,,,42.35389709,-83.21199799,anonymous,,,,,,,,,5,1,,,,,,,,,37,2,2,4,5616907533
3/27/20179:05:34PM,3/27/20179:06:51PM,0,173.173.207.122,100,76,1,3/27/20179:06:52PM,R_2RPobTUu6AUYODz,,,,,26.2454071,-97.68360138,anonymous,2,4,,,,,,,,,,,,,,,,,23,1,3,4,8713217880
3/27/20179:08:01PM,3/27/20179:09:40PM,0,73.177.156.146,100,99,1,3/27/20179:09:42PM,R_zcAwUAUhLQhBIch,,,,,39.14920044,-78.27799988,anonymous,,,,,,,,,,,,,,,,,3,2,26,2,1,4,1823138814
3/27/20179:14:08PM,3/27/20179:15:17PM,0,75.97.60.238,100,69,1,3/27/20179:15:19PM,R_2Ptd18d5Db5i0Ax,,,,,40.73860168,-76.35790253,anonymous,,,,,,,,,2,1,,,,,,,,,34,1,1,4,6112363846
3/27/20179:14:24PM,3/27/20179:16:32PM,0,71.90.173.208,100,127,1,3/27/20179:16:33PM,R_2BqtNQK7rlkkJof,,,,,32.72349548,-97.46250153,anonymous,,,,,,,,,,,,,,,4,2,,,69,1,1,4,2993610464
3/27/20179:30:44PM,3/27/20179:32:54PM,0,69.137.227.89,100,130,1,3/27/20179:32:56PM,R_3R1Nsa219k7FB2h,,,,,38.62590027,-76.97789764,anonymous,,,,,5,2,,,,,,,,,,,,,23,2,1,4,3760866895
3/27/20179:42:28PM,3/27/20179:44:50PM,0,99.103.167.1,100,141,1,3/27/20179:44:51PM,R_rcFdh0OhfY7yhRn,,,,,43.03019714,-88.21530151,anonymous,,,,,,,,,,,,,,,,,5,1,64,2,1,4,8974884976
3/27/20179:43:58PM,3/27/20179:45:14PM,0,71.231.141.107,100,75,1,3/27/20179:45:15PM,R_1CwGXanrGU5cOLJ,,,,,47.54069519,-122.2711945,anonymous,,,,,,,,,,,,,,,,,4,1,23,2,1,4,2297369018
3/27/20179:44:29PM,3/27/20179:46:58PM,0,73.163.230.211,100,149,1,3/27/20179:47:00PM,R_OC2WBXhCBXfV9xD,,,,,39.27839661,-76.55699921,anonymous,,,,,,,,,,,3,3,,,,,,,29,1,1,4,8787169382
3/27/20179:54:29PM,3/27/20179:56:40PM,0,108.24.162.27,100,130,1,3/27/20179:56:41PM,R_2soxunxlyO5yuAx,,,,,39.89419556,-75.03939819,anonymous,,,,,,,,,,,4,5,,,,,,,48,2,1,4,7491821130
3/27/201710:00:13PM,3/27/201710:01:51PM,0,112.202.166.42,100,98,1,3/27/201710:01:54PM,R_1GWbOBJ4zxpcmzp,,,,,14.64920044,120.982605,anonymous,,,,,,,5,3,,,,,,,,,,,34,1,1,4,4843236003
3/27/201710:12:20PM,3/27/201710:14:10PM,0,98.212.96.43,100,109,1,3/27/201710:14:11PM,R_3QRBozUvYvcTeFL,,,,,41.3927002,-89.07759857,anonymous,,,,,,,,,,,,,,,,,4,1,58,2,5,4,7322726580
3/27/201710:16:28PM,3/27/201710:19:10PM,0,108.34.17.247,100,162,1,3/27/201710:19:12PM,R_1li1HWfFYThmvOa,,,,,42.97610474,-78.87270355,anonymous,1,5,,,,,,,,,,,,,,,,,33,1,1,3,4556205845
3/27/201710:38:42PM,3/27/201710:42:46PM,0,99.98.99.74,100,243,1,3/27/201710:42:47PM,R_3Gqz04IvXAGd62T,,,,,33.55610657,-84.45220184,anonymous,,,,,,,,,,,,,7,4,,,,,57,2,2,4,8295991532
